,filename,width,height,class,xmin,ymin,xmax,ymax
3344,T0001_YM_20100809160240_02jpg,3648,2736,Maize,3361,3565,916,1206
3345,T0001_YM_20100809160240_02jpg,3648,2736,Maize,3031,3256,981,1298
3346,T0001_YM_20100809160240_02jpg,3648,2736,Maize,2784,2947,916,1137
3347,T0001_YM_20100809160240_02jpg,3648,2736,Maize,2652,2770,1158,1367
3348,T0001_YM_20100809160240_02jpg,3648,2736,Maize,2469,2665,986,1153
3349,T0001_YM_20100809160240_02jpg,3648,2736,Maize,3388,3622,2329,2614
3350,T0001_YM_20100809160240_02jpg,3648,2736,Maize,2784,2985,1615,1958
3351,T0001_YM_20100809160240_02jpg,3648,2736,Maize,2547,2722,1615,1891
3352,T0001_YM_20100809160240_02jpg,3648,2736,Maize,2279,2480,1746,1974
3353,T0001_YM_20100809160240_02jpg,3648,2736,Maize,2061,2263,1545,1765
3354,T0001_YM_20100809160240_02jpg,3648,2736,Maize,1750,1857,1429,1604
3355,T0001_YM_20100809160240_02jpg,3648,2736,Maize,2526,2765,2517,2710
3356,T0001_YM_20100809160240_02jpg,3648,2736,Maize,1997,2088,2141,2297
3357,T0001_YM_20100809160240_02jpg,3648,2736,Maize,2072,2252,2409,2632
3358,T0001_YM_20100809160240_02jpg,3648,2736,Maize,1817,1970,2474,2657
3359,T0001_YM_20100809160240_02jpg,3648,2736,Maize,1505,1717,2442,2657
3360,T0001_YM_20100809160240_02jpg,3648,2736,Maize,1211,1372,1574,1824
3361,T0001_YM_20100809160240_02jpg,3648,2736,Maize,988,1184,1400,1657
3362,T0001_YM_20100809160240_02jpg,3648,2736,Maize,580,795,1529,1762
3363,T0001_YM_20100809160240_02jpg,3648,2736,Maize,188,392,1555,1805
3364,T0001_YM_20100809160240_02jpg,3648,2736,Maize,1259,1490,2238,2442
3365,T0001_YM_20100809160240_02jpg,3648,2736,Maize,1028,1192,2152,2375
3366,T0001_YM_20100809160240_02jpg,3648,2736,Maize,631,835,2160,2404
3367,T0001_YM_20100809160240_02jpg,3648,2736,Maize,282,566,2305,2528
3368,T0002_XM_20120801100222_01jpg,3648,2736,Maize,367,533,544,717
3369,T0002_XM_20120801100222_01jpg,3648,2736,Maize,1113,1260,781,962
3370,T0002_XM_20120801100222_01jpg,3648,2736,Maize,627,790,804,952
3371,T0002_XM_20120801100222_01jpg,3648,2736,Maize,3146,3321,641,855
3372,T0002_XM_20120801100222_01jpg,3648,2736,Maize,3085,3245,1247,1450
3373,T0002_XM_20120801100222_01jpg,3648,2736,Maize,2128,2301,1346,1608
3374,T0002_XM_20120801100222_01jpg,3648,2736,Maize,1836,2052,1343,1577
3375,T0002_XM_20120801100222_01jpg,3648,2736,Maize,1558,1701,1338,1588
3376,T0002_XM_20120801160222_01jpg,3648,2736,Maize,347,484,524,720
3377,T0002_XM_20120801160222_01jpg,3648,2736,Maize,1075,1268,768,983
3378,T0002_XM_20120801160222_01jpg,3648,2736,Maize,1583,1730,1327,1539
3379,T0002_XM_20120801160222_01jpg,3648,2736,Maize,1215,1432,1370,1584
3380,T0002_XM_20120801160222_01jpg,3648,2736,Maize,1851,2026,1359,1574
3381,T0002_XM_20120801160222_01jpg,3648,2736,Maize,3181,3342,640,842
3382,T0002_XM_20120801160222_01jpg,3648,2736,Maize,3127,3307,1159,1387
3383,T0002_XM_20120801160222_01jpg,3648,2736,Maize,2155,2316,1317,1526
3384,T0002_XM_20120801160222_01jpg,3648,2736,Maize,2738,2851,517,675
3385,T0002_XM_20120801160222_01jpg,3648,2736,Maize,2789,2894,1306,1518
3386,T0002_XM_20120801160222_01jpg,3648,2736,Maize,1021,1271,1931,2130
3387,T0002_XM_20120802100223_01jpg,3648,2736,Maize,291,457,483,698
3388,T0002_XM_20120802100223_01jpg,3648,2736,Maize,659,911,704,897
3389,T0002_XM_20120802100223_01jpg,3648,2736,Maize,1075,1285,677,918
3390,T0002_XM_20120802100223_01jpg,3648,2736,Maize,1003,1142,158,317
3391,T0002_XM_20120802100223_01jpg,3648,2736,Maize,1185,1435,134,325
3392,T0002_XM_20120802100223_01jpg,3648,2736,Maize,1701,1824,48,258
3393,T0002_XM_20120802100223_01jpg,3648,2736,Maize,1540,1674,191,411
3394,T0002_XM_20120802100223_01jpg,3648,2736,Maize,911,1056,1069,1251
3395,T0002_XM_20120802100223_01jpg,3648,2736,Maize,1234,1411,1396,1541
3396,T0002_XM_20120802100223_01jpg,3648,2736,Maize,1585,1744,1337,1496
3397,T0002_XM_20120802100223_01jpg,3648,2736,Maize,1840,1961,1278,1520
3398,T0002_XM_20120802100223_01jpg,3648,2736,Maize,3525,3648,470,730
3399,T0002_XM_20120802100223_01jpg,3648,2736,Maize,3160,3326,567,725
3400,T0002_XM_20120802100223_01jpg,3648,2736,Maize,3143,3278,1098,1262
3401,T0002_XM_20120802100223_01jpg,3648,2736,Maize,2778,2931,1174,1351
3402,T0002_XM_20120802100223_01jpg,3648,2736,Maize,2553,2644,1302,1480
3403,T0002_XM_20120802100223_01jpg,3648,2736,Maize,2193,2327,1241,1434
3404,T0002_XM_20120802100223_01jpg,3648,2736,Maize,1046,1250,1862,2119
3405,T0002_XM_20120802110223_01jpg,3648,2736,Maize,272,465,448,661
3406,T0002_XM_20120802110223_01jpg,3648,2736,Maize,981,1102,177,344
3407,T0002_XM_20120802110223_01jpg,3648,2736,Maize,1236,1408,107,293
3408,T0002_XM_20120802110223_01jpg,3648,2736,Maize,1024,1250,728,886
3409,T0002_XM_20120802110223_01jpg,3648,2736,Maize,1524,1652,199,363
3410,T0002_XM_20120802110223_01jpg,3648,2736,Maize,1714,1779,70,204
3411,T0002_XM_20120802110223_01jpg,3648,2736,Maize,1647,1744,771,894
3412,T0002_XM_20120802110223_01jpg,3648,2736,Maize,1486,1615,816,983
3413,T0002_XM_20120802110223_01jpg,3648,2736,Maize,938,1067,1053,1214
3414,T0002_XM_20120802110223_01jpg,3648,2736,Maize,1193,1333,1378,1504
3415,T0002_XM_20120802110223_01jpg,3648,2736,Maize,1599,1720,1294,1501
3416,T0002_XM_20120802110223_01jpg,3648,2736,Maize,1849,2004,1305,1493
3417,T0002_XM_20120802110223_01jpg,3648,2736,Maize,667,850,693,841
3418,T0002_XM_20120802110223_01jpg,3648,2736,Maize,3533,3643,416,690
3419,T0002_XM_20120802110223_01jpg,3648,2736,Maize,3173,3334,559,744
3420,T0002_XM_20120802110223_01jpg,3648,2736,Maize,2171,2322,1273,1391
3421,T0002_XM_20120802110223_01jpg,3648,2736,Maize,2537,2716,1324,1493
3422,T0002_XM_20120802110223_01jpg,3648,2736,Maize,2776,2926,1166,1327
3423,T0002_XM_20120802110223_01jpg,3648,2736,Maize,3125,3278,957,1301
3424,T0002_XM_20120802110223_01jpg,3648,2736,Maize,1045,1220,1870,2095
3425,T0002_XM_20120802120222_01jpg,3648,2736,Maize,260,473,472,682
3426,T0002_XM_20120802120222_01jpg,3648,2736,Maize,1246,1374,80,299
3427,T0002_XM_20120802120222_01jpg,3648,2736,Maize,1531,1653,216,378
3428,T0002_XM_20120802120222_01jpg,3648,2736,Maize,1730,1818,63,279
3429,T0002_XM_20120802120222_01jpg,3648,2736,Maize,1073,1255,657,876
3430,T0002_XM_20120802120222_01jpg,3648,2736,Maize,1451,1636,816,1035
3431,T0002_XM_20120802120222_01jpg,3648,2736,Maize,1804,2017,1245,1524
3432,T0002_XM_20120802120222_01jpg,3648,2736,Maize,1579,1718,1268,1496
3433,T0002_XM_20120802120222_01jpg,3648,2736,Maize,1229,1369,1408,1547
3434,T0002_XM_20120802120222_01jpg,3648,2736,Maize,936,1016,1069,1211
3435,T0002_XM_20120802120222_01jpg,3648,2736,Maize,652,837,699,938
3436,T0002_XM_20120802120222_01jpg,3648,2736,Maize,3541,3648,461,691
3437,T0002_XM_20120802120222_01jpg,3648,2736,Maize,3157,3319,529,768
3438,T0002_XM_20120802120222_01jpg,3648,2736,Maize,3120,3305,1075,1237
3439,T0002_XM_20120802120222_01jpg,3648,2736,Maize,2193,2335,1257,1464
3440,T0002_XM_20120802120222_01jpg,3648,2736,Maize,2677,2870,404,603
3441,T0002_XM_20120802120222_01jpg,3648,2736,Maize,2779,2958,1194,1376
3442,T0002_XM_20120802120222_01jpg,3648,2736,Maize,3123,3288,1353,1564
3443,T0002_XM_20120802120222_01jpg,3648,2736,Maize,2540,2662,1339,1462
3444,T0002_XM_20120802120222_01jpg,3648,2736,Maize,1051,1253,1881,2146
3445,T0002_XM_20120802160222_01jpg,3648,2736,Maize,1028,1110,148,344
3446,T0002_XM_20120802160222_01jpg,3648,2736,Maize,1261,1386,122,327
3447,T0002_XM_20120802160222_01jpg,3648,2736,Maize,1503,1634,216,398
3448,T0002_XM_20120802160222_01jpg,3648,2736,Maize,1728,1804,74,267
3449,T0002_XM_20120802160222_01jpg,3648,2736,Maize,1108,1295,688,904
3450,T0002_XM_20120802160222_01jpg,3648,2736,Maize,309,502,478,663
3451,T0002_XM_20120802160222_01jpg,3648,2736,Maize,707,823,682,853
3452,T0002_XM_20120802160222_01jpg,3648,2736,Maize,923,1085,1063,1260
3453,T0002_XM_20120802160222_01jpg,3648,2736,Maize,1261,1378,1371,1564
3454,T0002_XM_20120802160222_01jpg,3648,2736,Maize,1597,1708,1334,1499
3455,T0002_XM_20120802160222_01jpg,3648,2736,Maize,1821,2026,1314,1544
3456,T0002_XM_20120802160222_01jpg,3648,2736,Maize,2188,2322,1257,1473
3457,T0002_XM_20120802160222_01jpg,3648,2736,Maize,1500,1617,833,1004
3458,T0002_XM_20120802160222_01jpg,3648,2736,Maize,1858,2015,717,881
3459,T0002_XM_20120802160222_01jpg,3648,2736,Maize,3123,3368,546,734
3460,T0002_XM_20120802160222_01jpg,3648,2736,Maize,3146,3325,1098,1280
3461,T0002_XM_20120802160222_01jpg,3648,2736,Maize,2711,2913,1172,1405
3462,T0002_XM_20120802160222_01jpg,3648,2736,Maize,3555,3646,481,665
3463,T0002_XM_20120802160222_01jpg,3648,2736,Maize,2960,3128,1891,2062
3464,T0002_XM_20120802160222_01jpg,3648,2736,Maize,3376,3518,2244,2389
3465,T0002_XM_20120802160222_01jpg,3648,2736,Maize,979,1175,1883,2136
3466,T0002_XM_20120803090221_01jpg,3648,2736,Maize,197,354,332,598
3467,T0002_XM_20120803090221_01jpg,3648,2736,Maize,382,503,701,888
3468,T0002_XM_20120803090221_01jpg,3648,2736,Maize,977,1089,76,211
3469,T0002_XM_20120803090221_01jpg,3648,2736,Maize,862,974,169,347
3470,T0002_XM_20120803090221_01jpg,3648,2736,Maize,922,1052,1063,1172
3471,T0002_XM_20120803090221_01jpg,3648,2736,Maize,1055,1237,634,864
3472,T0002_XM_20120803090221_01jpg,3648,2736,Maize,1333,1530,834,961
3473,T0002_XM_20120803090221_01jpg,3648,2736,Maize,1711,1820,54,215
3474,T0002_XM_20120803090221_01jpg,3648,2736,Maize,1500,1645,163,366
3475,T0002_XM_20120803090221_01jpg,3648,2736,Maize,1216,1370,79,260
3476,T0002_XM_20120803090221_01jpg,3648,2736,Maize,1590,1726,1323,1529
3477,T0002_XM_20120803090221_01jpg,3648,2736,Maize,1225,1370,1384,1559
3478,T0002_XM_20120803090221_01jpg,3648,2736,Maize,1841,1971,1317,1529
3479,T0002_XM_20120803090221_01jpg,3648,2736,Maize,2077,2333,1239,1465
3480,T0002_XM_20120803090221_01jpg,3648,2736,Maize,563,787,710,867
3481,T0002_XM_20120803090221_01jpg,3648,2736,Maize,3533,3632,441,695
3482,T0002_XM_20120803090221_01jpg,3648,2736,Maize,3327,3418,308,550
3483,T0002_XM_20120803090221_01jpg,3648,2736,Maize,3194,3370,514,695
3484,T0002_XM_20120803090221_01jpg,3648,2736,Maize,2929,3037,453,656
3485,T0002_XM_20120803090221_01jpg,3648,2736,Maize,3095,3279,710,915
3486,T0002_XM_20120803090221_01jpg,3648,2736,Maize,3207,3364,1021,1263
3487,T0002_XM_20120803090221_01jpg,3648,2736,Maize,2762,2892,1106,1323
3488,T0002_XM_20120803090221_01jpg,3648,2736,Maize,2566,2654,1239,1495
3489,T0002_XM_20120803090221_01jpg,3648,2736,Maize,2231,2361,553,761
3490,T0002_XM_20120803090221_01jpg,3648,2736,Maize,1868,2022,659,882
3491,T0002_XM_20120803090221_01jpg,3648,2736,Maize,1596,1741,613,894
3492,T0002_XM_20120803090221_01jpg,3648,2736,Maize,2228,2400,958,1145
3493,T0002_XM_20120803090221_01jpg,3648,2736,Maize,3001,3194,1869,2096
3494,T0002_XM_20120803090221_01jpg,3648,2736,Maize,983,1222,1893,2141
3495,T0002_XM_20120803150221_01jpg,3648,2736,Maize,165,369,381,572
3496,T0002_XM_20120803150221_01jpg,3648,2736,Maize,369,487,720,865
3497,T0002_XM_20120803150221_01jpg,3648,2736,Maize,538,680,636,902
3498,T0002_XM_20120803150221_01jpg,3648,2736,Maize,680,790,677,849
3499,T0002_XM_20120803150221_01jpg,3648,2736,Maize,981,1097,21,201
3500,T0002_XM_20120803150221_01jpg,3648,2736,Maize,841,941,204,344
3501,T0002_XM_20120803150221_01jpg,3648,2736,Maize,1497,1601,169,376
3502,T0002_XM_20120803150221_01jpg,3648,2736,Maize,1217,1368,46,277
3503,T0002_XM_20120803150221_01jpg,3648,2736,Maize,1682,1830,46,228
3504,T0002_XM_20120803150221_01jpg,3648,2736,Maize,1851,1972,658,841
3505,T0002_XM_20120803150221_01jpg,3648,2736,Maize,1626,1741,669,956
3506,T0002_XM_20120803150221_01jpg,3648,2736,Maize,1400,1575,800,1004
3507,T0002_XM_20120803150221_01jpg,3648,2736,Maize,1046,1188,661,897
3508,T0002_XM_20120803150221_01jpg,3648,2736,Maize,914,1091,972,1174
3509,T0002_XM_20120803150221_01jpg,3648,2736,Maize,1615,1712,1294,1515
3510,T0002_XM_20120803150221_01jpg,3648,2736,Maize,1252,1411,1343,1531
3511,T0002_XM_20120803150221_01jpg,3648,2736,Maize,377,519,1053,1241
3512,T0002_XM_20120803150221_01jpg,3648,2736,Maize,1789,1951,1281,1512
3513,T0002_XM_20120803150221_01jpg,3648,2736,Maize,2534,2682,21,169
3514,T0002_XM_20120803150221_01jpg,3648,2736,Maize,2201,2343,626,771
3515,T0002_XM_20120803150221_01jpg,3648,2736,Maize,2880,2972,414,628
3516,T0002_XM_20120803150221_01jpg,3648,2736,Maize,3313,3412,371,526
3517,T0002_XM_20120803150221_01jpg,3648,2736,Maize,3213,3313,585,698
3518,T0002_XM_20120803150221_01jpg,3648,2736,Maize,3103,3267,733,905
3519,T0002_XM_20120803150221_01jpg,3648,2736,Maize,2609,2765,843,991
3520,T0002_XM_20120803150221_01jpg,3648,2736,Maize,3111,3348,1101,1219
3521,T0002_XM_20120803150221_01jpg,3648,2736,Maize,3152,3350,1399,1547
3522,T0002_XM_20120803150221_01jpg,3648,2736,Maize,2751,2888,1120,1348
3523,T0002_XM_20120803150221_01jpg,3648,2736,Maize,2558,2687,1278,1496
3524,T0002_XM_20120803150221_01jpg,3648,2736,Maize,2426,2494,1413,1563
3525,T0002_XM_20120803150221_01jpg,3648,2736,Maize,2292,2346,1198,1327
3526,T0002_XM_20120803150221_01jpg,3648,2736,Maize,2179,2268,1281,1499
3527,T0002_XM_20120803150221_01jpg,3648,2736,Maize,3476,3648,430,636
3528,T0002_XM_20120803150221_01jpg,3648,2736,Maize,2751,2848,424,607
3529,T0002_XM_20120803150221_01jpg,3648,2736,Maize,3022,3175,1862,2074
3530,T0002_XM_20120803150221_01jpg,3648,2736,Maize,3387,3508,2162,2332
3531,T0002_XM_20120803150221_01jpg,3648,2736,Maize,1870,1924,2066,2170
3532,T0002_XM_20120803150221_01jpg,3648,2736,Maize,1013,1188,1905,2084
3533,T0002_XM_20120803160221_01jpg,3648,2736,Maize,141,342,360,596
3534,T0002_XM_20120803160221_01jpg,3648,2736,Maize,151,256,752,897
3535,T0002_XM_20120803160221_01jpg,3648,2736,Maize,304,495,698,870
3536,T0002_XM_20120803160221_01jpg,3648,2736,Maize,533,788,639,857
3537,T0002_XM_20120803160221_01jpg,3648,2736,Maize,326,508,1063,1219
3538,T0002_XM_20120803160221_01jpg,3648,2736,Maize,785,917,937,1063
3539,T0002_XM_20120803160221_01jpg,3648,2736,Maize,949,1089,1042,1187
3540,T0002_XM_20120803160221_01jpg,3648,2736,Maize,1035,1225,636,894
3541,T0002_XM_20120803160221_01jpg,3648,2736,Maize,933,1051,48,218
3542,T0002_XM_20120803160221_01jpg,3648,2736,Maize,1247,1368,175,290
3543,T0002_XM_20120803160221_01jpg,3648,2736,Maize,1464,1612,145,336
3544,T0002_XM_20120803160221_01jpg,3648,2736,Maize,1722,1859,46,220
3545,T0002_XM_20120803160221_01jpg,3648,2736,Maize,1333,1636,773,1012
3546,T0002_XM_20120803160221_01jpg,3648,2736,Maize,1897,2042,704,878
3547,T0002_XM_20120803160221_01jpg,3648,2736,Maize,1824,1969,1305,1499
3548,T0002_XM_20120803160221_01jpg,3648,2736,Maize,1577,1717,1332,1517
3549,T0002_XM_20120803160221_01jpg,3648,2736,Maize,1239,1411,1383,1552
3550,T0002_XM_20120803160221_01jpg,3648,2736,Maize,2580,2708,38,226
3551,T0002_XM_20120803160221_01jpg,3648,2736,Maize,2209,2327,610,787
3552,T0002_XM_20120803160221_01jpg,3648,2736,Maize,2633,2794,596,790
3553,T0002_XM_20120803160221_01jpg,3648,2736,Maize,2757,2875,457,567
3554,T0002_XM_20120803160221_01jpg,3648,2736,Maize,2907,3082,454,645
3555,T0002_XM_20120803160221_01jpg,3648,2736,Maize,3237,3337,583,698
3556,T0002_XM_20120803160221_01jpg,3648,2736,Maize,3342,3450,360,497
3557,T0002_XM_20120803160221_01jpg,3648,2736,Maize,3503,3648,408,642
3558,T0002_XM_20120803160221_01jpg,3648,2736,Maize,3109,3310,741,889
3559,T0002_XM_20120803160221_01jpg,3648,2736,Maize,2633,2805,843,1004
3560,T0002_XM_20120803160221_01jpg,3648,2736,Maize,2743,2934,1160,1324
3561,T0002_XM_20120803160221_01jpg,3648,2736,Maize,3192,3353,1034,1233
3562,T0002_XM_20120803160221_01jpg,3648,2736,Maize,3152,3278,1302,1531
3563,T0002_XM_20120803160221_01jpg,3648,2736,Maize,2558,2676,1268,1504
3564,T0002_XM_20120803160221_01jpg,3648,2736,Maize,2367,2512,1415,1547
3565,T0002_XM_20120803160221_01jpg,3648,2736,Maize,2128,2397,1187,1442
3566,T0002_XM_20120803160221_01jpg,3648,2736,Maize,2988,3178,1837,2017
3567,T0002_XM_20120803160221_01jpg,3648,2736,Maize,3382,3511,2160,2297
3568,T0002_XM_20120803160221_01jpg,3648,2736,Maize,1854,1946,2033,2141
3569,T0002_XM_20120803160221_01jpg,3648,2736,Maize,992,1164,1905,2133
3570,T0002_XM_20120804100222_01jpg,3648,2736,Maize,331,476,21,177
3571,T0002_XM_20120804100222_01jpg,3648,2736,Maize,68,175,309,494
3572,T0002_XM_20120804100222_01jpg,3648,2736,Maize,208,326,357,526
3573,T0002_XM_20120804100222_01jpg,3648,2736,Maize,143,202,693,854
3574,T0002_XM_20120804100222_01jpg,3648,2736,Maize,272,428,698,870
3575,T0002_XM_20120804100222_01jpg,3648,2736,Maize,471,627,639,835
3576,T0002_XM_20120804100222_01jpg,3648,2736,Maize,745,828,81,290
3577,T0002_XM_20120804100222_01jpg,3648,2736,Maize,847,960,11,188
3578,T0002_XM_20120804100222_01jpg,3648,2736,Maize,1019,1107,239,465
3579,T0002_XM_20120804100222_01jpg,3648,2736,Maize,1185,1303,5,199
3580,T0002_XM_20120804100222_01jpg,3648,2736,Maize,1481,1593,150,376
3581,T0002_XM_20120804100222_01jpg,3648,2736,Maize,1647,1765,38,266
3582,T0002_XM_20120804100222_01jpg,3648,2736,Maize,1811,1964,682,854
3583,T0002_XM_20120804100222_01jpg,3648,2736,Maize,1593,1738,636,851
3584,T0002_XM_20120804100222_01jpg,3648,2736,Maize,973,1174,655,859
3585,T0002_XM_20120804100222_01jpg,3648,2736,Maize,326,535,1004,1235
3586,T0002_XM_20120804100222_01jpg,3648,2736,Maize,831,1067,994,1152
3587,T0002_XM_20120804100222_01jpg,3648,2736,Maize,1223,1373,1372,1496
3588,T0002_XM_20120804100222_01jpg,3648,2736,Maize,1432,1513,1391,1552
3589,T0002_XM_20120804100222_01jpg,3648,2736,Maize,1561,1695,1327,1525
3590,T0002_XM_20120804100222_01jpg,3648,2736,Maize,1819,1967,1273,1504
3591,T0002_XM_20120804100222_01jpg,3648,2736,Maize,2047,2190,1294,1501
3592,T0002_XM_20120804100222_01jpg,3648,2736,Maize,2725,2832,435,682
3593,T0002_XM_20120804100222_01jpg,3648,2736,Maize,2907,3031,419,626
3594,T0002_XM_20120804100222_01jpg,3648,2736,Maize,3146,3270,583,661
3595,T0002_XM_20120804100222_01jpg,3648,2736,Maize,3310,3399,344,534
3596,T0002_XM_20120804100222_01jpg,3648,2736,Maize,3482,3643,465,663
3597,T0002_XM_20120804100222_01jpg,3648,2736,Maize,3149,3329,722,959
3598,T0002_XM_20120804100222_01jpg,3648,2736,Maize,3219,3342,1072,1230
3599,T0002_XM_20120804100222_01jpg,3648,2736,Maize,3162,3278,1273,1472
3600,T0002_XM_20120804100222_01jpg,3648,2736,Maize,2945,3095,1321,1434
3601,T0002_XM_20120804100222_01jpg,3648,2736,Maize,2757,2880,1155,1380
3602,T0002_XM_20120804100222_01jpg,3648,2736,Maize,2593,2708,1249,1456
3603,T0002_XM_20120804100222_01jpg,3648,2736,Maize,2590,2703,478,701
3604,T0002_XM_20120804100222_01jpg,3648,2736,Maize,2118,2303,575,749
3605,T0002_XM_20120804100222_01jpg,3648,2736,Maize,2644,2733,886,1047
3606,T0002_XM_20120804100222_01jpg,3648,2736,Maize,2375,2486,816,1007
3607,T0002_XM_20120804100222_01jpg,3648,2736,Maize,2230,2332,924,1101
3608,T0002_XM_20120804100222_01jpg,3648,2736,Maize,2247,2362,1262,1447
3609,T0002_XM_20120804100222_01jpg,3648,2736,Maize,2929,3076,1929,2087
3610,T0002_XM_20120804100222_01jpg,3648,2736,Maize,3321,3460,2066,2262
3611,T0002_XM_20120804100222_01jpg,3648,2736,Maize,2306,2410,2259,2375
3612,T0002_XM_20120804100222_01jpg,3648,2736,Maize,2327,2440,1915,2087
3613,T0002_XM_20120804100222_01jpg,3648,2736,Maize,1844,1978,1991,2071
3614,T0002_XM_20120804100222_01jpg,3648,2736,Maize,981,1191,1878,2154
3615,T0002_XM_20120804140223_01jpg,3648,2736,Maize,354,459,37,168
3616,T0002_XM_20120804140223_01jpg,3648,2736,Maize,163,345,245,506
3617,T0002_XM_20120804140223_01jpg,3648,2736,Maize,197,265,671,827
3618,T0002_XM_20120804140223_01jpg,3648,2736,Maize,314,436,682,859
3619,T0002_XM_20120804140223_01jpg,3648,2736,Maize,561,658,631,842
3620,T0002_XM_20120804140223_01jpg,3648,2736,Maize,709,817,660,853
3621,T0002_XM_20120804140223_01jpg,3648,2736,Maize,325,595,1052,1200
3622,T0002_XM_20120804140223_01jpg,3648,2736,Maize,777,851,80,301
3623,T0002_XM_20120804140223_01jpg,3648,2736,Maize,897,1039,11,182
3624,T0002_XM_20120804140223_01jpg,3648,2736,Maize,1192,1386,17,145
3625,T0002_XM_20120804140223_01jpg,3648,2736,Maize,985,1147,245,409
3626,T0002_XM_20120804140223_01jpg,3648,2736,Maize,996,1184,674,850
3627,T0002_XM_20120804140223_01jpg,3648,2736,Maize,845,1062,984,1135
3628,T0002_XM_20120804140223_01jpg,3648,2736,Maize,1272,1420,1371,1533
3629,T0002_XM_20120804140223_01jpg,3648,2736,Maize,1451,1551,1365,1558
3630,T0002_XM_20120804140223_01jpg,3648,2736,Maize,1619,1733,1291,1518
3631,T0002_XM_20120804140223_01jpg,3648,2736,Maize,1818,1980,1265,1533
3632,T0002_XM_20120804140223_01jpg,3648,2736,Maize,2108,2256,1257,1467
3633,T0002_XM_20120804140223_01jpg,3648,2736,Maize,1369,1431,677,995
3634,T0002_XM_20120804140223_01jpg,3648,2736,Maize,1471,1568,754,992
3635,T0002_XM_20120804140223_01jpg,3648,2736,Maize,1610,1727,637,816
3636,T0002_XM_20120804140223_01jpg,3648,2736,Maize,1844,1966,620,756
3637,T0002_XM_20120804140223_01jpg,3648,2736,Maize,1488,1585,91,299
3638,T0002_XM_20120804140223_01jpg,3648,2736,Maize,1644,1753,40,196
3639,T0002_XM_20120804140223_01jpg,3648,2736,Maize,1909,2105,48,219
3640,T0002_XM_20120804140223_01jpg,3648,2736,Maize,2179,2276,540,756
3641,T0002_XM_20120804140223_01jpg,3648,2736,Maize,2563,2699,518,728
3642,T0002_XM_20120804140223_01jpg,3648,2736,Maize,2671,2825,392,580
3643,T0002_XM_20120804140223_01jpg,3648,2736,Maize,2887,3063,390,600
3644,T0002_XM_20120804140223_01jpg,3648,2736,Maize,3180,3322,472,663
3645,T0002_XM_20120804140223_01jpg,3648,2736,Maize,3299,3413,256,412
3646,T0002_XM_20120804140223_01jpg,3648,2736,Maize,3348,3484,469,643
3647,T0002_XM_20120804140223_01jpg,3648,2736,Maize,3527,3643,355,591
3648,T0002_XM_20120804140223_01jpg,3648,2736,Maize,3146,3382,717,873
3649,T0002_XM_20120804140223_01jpg,3648,2736,Maize,2608,2745,813,990
3650,T0002_XM_20120804140223_01jpg,3648,2736,Maize,2301,2461,802,1007
3651,T0002_XM_20120804140223_01jpg,3648,2736,Maize,3183,3328,1081,1240
3652,T0002_XM_20120804140223_01jpg,3648,2736,Maize,3137,3282,1265,1490
3653,T0002_XM_20120804140223_01jpg,3648,2736,Maize,2748,2910,1183,1379
3654,T0002_XM_20120804140223_01jpg,3648,2736,Maize,2608,2716,1214,1447
3655,T0002_XM_20120804140223_01jpg,3648,2736,Maize,2415,2552,1348,1530
3656,T0002_XM_20120804140223_01jpg,3648,2736,Maize,2324,2421,1137,1299
3657,T0002_XM_20120804140223_01jpg,3648,2736,Maize,3043,3186,1837,2028
3658,T0002_XM_20120804140223_01jpg,3648,2736,Maize,3405,3547,2082,2261
3659,T0002_XM_20120804140223_01jpg,3648,2736,Maize,2324,2438,1891,2037
3660,T0002_XM_20120804140223_01jpg,3648,2736,Maize,2438,2529,2153,2332
3661,T0002_XM_20120804140223_01jpg,3648,2736,Maize,1841,1960,1991,2110
3662,T0002_XM_20120804140223_01jpg,3648,2736,Maize,1016,1192,1889,2156
3663,T0002_XM_20120804140223_01jpg,3648,2736,Maize,470,607,1863,2076
3664,T0002_XM_20120804140223_01jpg,3648,2736,Maize,18,186,2531,2736
3665,T0002_XM_20120804160222_01jpg,3648,2736,Maize,88,324,284,489
3666,T0002_XM_20120804160222_01jpg,3648,2736,Maize,355,509,17,151
3667,T0002_XM_20120804160222_01jpg,3648,2736,Maize,918,1032,51,222
3668,T0002_XM_20120804160222_01jpg,3648,2736,Maize,736,873,131,327
3669,T0002_XM_20120804160222_01jpg,3648,2736,Maize,1029,1166,267,395
3670,T0002_XM_20120804160222_01jpg,3648,2736,Maize,173,236,648,793
3671,T0002_XM_20120804160222_01jpg,3648,2736,Maize,264,426,628,853
3672,T0002_XM_20120804160222_01jpg,3648,2736,Maize,509,662,620,859
3673,T0002_XM_20120804160222_01jpg,3648,2736,Maize,685,827,665,856
3674,T0002_XM_20120804160222_01jpg,3648,2736,Maize,486,617,1024,1180
3675,T0002_XM_20120804160222_01jpg,3648,2736,Maize,318,452,992,1228
3676,T0002_XM_20120804160222_01jpg,3648,2736,Maize,719,844,881,1058
3677,T0002_XM_20120804160222_01jpg,3648,2736,Maize,884,958,984,1132
3678,T0002_XM_20120804160222_01jpg,3648,2736,Maize,1001,1100,955,1132
3679,T0002_XM_20120804160222_01jpg,3648,2736,Maize,878,995,660,856
